SurvYear,SurvMonth,GrYrMo,OrigSeq,COL,DEPT,MAJ,Level,Gender,Ethnic,AgeAtGrad,Disability,Birthdate,StartSem,StartYr,PrevBachMajor,PrevBachInstitu,PrevBachYr,_ndPrevBachMaj,_ndPrevBachInst,_ndPrevBachYr,PrevMastfMajor,PrevMastInst,PrevMastYr,_ndPrevMastMajor,_ndPrevMastInstitu,_ndPrevMastYr,PrevDoctMajor,PrevDoctInst,PrevDoctYr,Reason1st,Reason2nd,Reason3rd,ReasonOth,GenRating,FacKnowledge,FacTeaching,FacResInClass,FacOutsideClass,DeptStaff,FacIntSuccess,ApplicCourses,CourseAvail,OppWorkResProj,ClassLabQual,ResLabQual,GrAdvisAvail,GrAdvAdmin,GrAdvPersonal,GrAdvCareerAdv,GeAdvUsefulAccurate,GrAdvPlcmt,MajProfAvail,MajProfAcad,MajProfDis_Thes,MajProfCareerAdv,MajProfUsefulAccurate,MajProfPlcemt,ConfAttnd,ConfPapers,JournlPublicn,NearFuturePlans,FutureRelToDeg,FutureEmployType,Expense,Housing,CulturalOps,SocialOps,Collegiality,InternatStuAcceptance,MinorityAcceptance,LibBooks,LibJournl,LibRef,LibStudy,LibILL,LibUsrAsst,LibHrs,OwnPC,BorrowPC,CompGen,CompUsage,CompLocaOrig,CompLocaNorm,CompAvail,CompQual,CompUsrAsst,UC_SUB,RecCntr,HalthServ,CounselingCntr,CareerP_P,StuPublica,Parking,BusServ,Security,StuAttny,Bookstore,DisabStuSrv,GradAdmis,GradSchool,RegisRegistrar,Bursr,InternatProg,FinAid,ParentsInCollege,FinSupDataQual,Fin_RA,Fin_TA,Fin_GA,Fin_PT,Fin_FT,Fin_Scholarsh,Fin_Spouse,Fin_Parent,Fin_Loan,Fin_Grant,Fin_Trust,Fin_Employer,Fin_Military,Fin_Govt,Fin_Oth,Fin_Credit_Cards,Fin_OthDefined
1994,May,199405,61,HS,ENRHM,Food & Nutrition,Doct.,F,N,35,No,,Fall,1991,?,?,,N/A,N/A,,Medicine,[China],1986,N/A,N/A,,N/A,N/A,,TA/RA,blank,blank,,3,3,3,3,4,3,3,3,3,3,3,4,1,2,1,1,1,1,5,4,4,3,4,3,,,3,New job,?,?,4,4,4,3,3,4,,4,4,4,4,4,4,4,No,Yes,,4,HSC,OTH,5,5,5,4,4,,,,,2,,4,,2,,4,5,4,2,5,,N/A,OK,0.5,,,,0.5,,,,,,,,,,,,
1994,May,199405,62,AS,MATH,Mathematics,Mast.,F,W,25,No,,Fall,1991,Mathematics,S. F. Austin,1990,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Location,Cost,,5,5,4,2,5,5,5,4,5,4,5,5,5,5,5,4,5,2,5,5,5,3,4,2,,,,New job,?,?,3,2,5,2,4,,,5,5,5,5,5,5,3,No,No,,5,MATH,DEPT-AS-SC,5,5,5,,,,,,,,,5,,5,,5,5,,4,,5,N/A,OK,,0.5,,,,,,,0.5,,,,,,,,
1994,May,199405,63,ED,EP&L,Educ. Psychology,Doct.,M,W,33,Yes,,Fall,1986,Management,Evangel C,1983,N/A,N/A,,Psychology,Pittsburg St.,1985,N/A,N/A,,N/A,N/A,,TA/RA,PrevAtTTU,blank,,4,3,3,3,2,4,4,4,4,2,3,3,5,5,4,4,4,3,4,4,4,4,4,3,,,,New job,?,?,2,2,4,3,4,,,4,4,4,2,3,3,4,Yes,No,,3,ATLC,ATLC,3,3,3,4,,4,5,4,,1,2,3,,3,3,4,4,3,2,,2,N/A,OK,0.03,0.02,,0.2,,0.1,,0.2,0.4,0.05,,,,,,,
1994,May,199405,64,ED,C&I,Curriculum & Instruction,Doct.,F,W,48,No,,Spr.,1987,English,St. Thomas,1968,N/A,N/A,,?,TTU,,N/A,N/A,,N/A,N/A,,Location,EmployedLubbock,blank,,4,3,3,2,4,5,1,5,5,5,,,4,4,3,3,4,2,5,3,4,2,2,1,,,1,Searching,N/A,N/A,3,3,5,3,2,,,5,5,5,3,5,5,5,Yes,Yes,,3,ATLC,ATLC,,,,4,,,5,5,,2,5,,,5,,5,5,5,5,5,5,N/A,OK,,,,,0.88,,0.05,,0.05,0.02,,,,,,,
1994,May,199405,65,AS,ECOG,Economics,Doct.,M,W,37,No,,Spr.,1991,Accounting,LCU,1978,N/A,N/A,,Accounting,TTU,1979,N/A,N/A,,N/A,N/A,,EmployedLubbock,Location,Major program,,4,4,3,4,4,3,4,3,3,3,3,3,4,3,3,3,4,3,4,5,5,4,4,4,,,,Cont. Employ.,?,?,3,3,3,3,3,,,3,3,3,2,1,3,3,No,Yes,,2,ECO,DEPT-AS-SS,2,2,1,,,,,2,,1,,,,3,,,4,,4,,,N/A,OK,,,,,1,,,,,,,,,,,,
1994,May,199405,66,AG,AGED,Ag. Education,Mast.,M,W,22,No,,Sum.,1993,Ag. Educ.,TTU,1993,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,PrevAtTTU,Major program,WorkWParticFac,,4,4,3,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,4,3,3,3,3,,,,?,?,?,3,2,3,3,3,,,2,3,3,4,4,3,4,No,No,,4,AGED,DEPT-AG,3,3,2,3,4,3,,3,3,1,4,3,,4,,4,4,3,3,,,N/A,OK,,,,0.15,,,,0.7,,,0.15,,,,,,
1994,May,199405,67,AS,HIST,History,Doct.,M,W,30,No,,Fall,1990,History,TTU,1986,N/A,N/A,,History,Hardin Simmons,1990,N/A,N/A,,N/A,N/A,,Location,Cost,PrevAtTTU,,4,4,4,2,2,2,2,4,4,4,4,4,2,1,2,2,2,2,5,5,5,5,5,5,,,3,New job,?,?,4,4,3,3,2,,,4,4,4,4,5,4,4,Yes,?,,2,ATLC,ATLC,3,3,3,,,,,,,1,,,,1,,,4,3,3,,1,N/A,No resp.,,,,,,,,,,,,,,,,,
1994,May,199405,68,AS,PHYS,Physics,Doct.,M,W,30,No,,Spr.,1990,Physics,Angelo State,1988,N/A,N/A,,Physics,TTU,1990,N/A,N/A,,N/A,N/A,,TA/RA,Location,FacultyRecommended,,4,4,4,5,4,5,5,4,4,5,4,5,3,3,3,2,3,3,5,5,5,5,5,5,,,9,New job,?,?,3,3,4,4,4,,,4,4,4,4,4,4,1,Yes,Yes,,5,AT/PHYS,MULTI,3,3,4,4,5,3,,2,4,4,,4,,4,,4,4,4,4,,3,N/A,OK,0.8,0.15,,,,0.01,,,0.04,,,,,,,,
1994,May,199405,69,ED,C&I,Learning Resources,Mast.,F,W,41,No,,Fall,1991,Education,TTU,1975,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,Major program,PrevAtTTU,,5,5,5,4,5,4,4,5,4,4,5,4,4,5,4,4,5,5,5,5,5,5,5,5,,,,Other,N/A,N/A,4,5,4,4,4,,,3,3,3,3,4,4,4,Yes,Yes,,3,ED,DEPT-ED,4,4,4,4,,,,4,,3,4,4,,4,,5,5,4,4,,,N/A,OK,,,,,,,1,,,,,,,,,,
1994,May,199405,70,AS,MATH,Mathematics,Mast.,F,W,23,No,,Fall,1992,Mathematics,TTU,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,PrevAtTTU,Gen. educ. reputation,,4,5,3,1,2,5,3,4,5,4,,,5,4,3,3,3,3,5,4,4,4,4,4,,,,New job,?,?,5,5,,5,5,,,4,3,4,5,4,4,5,Yes,No,,3,AT/MATH,MULTI,5,1,1,5,5,5,,4,5,3,4,4,,5,,4,4,4,2,,,N/A,OK,,0.8,,,,0.1,,0.1,,,,,,,,,
1994,May,199405,71,AG,ANSC,Animal Science,Doct.,F,W,31,No,,Fall,1991,Animal Sci.,Nebraska,1985,N/A,N/A,,Animal Sci.,Kansas St.,1990,N/A,N/A,,N/A,N/A,,WorkWParticFac,blank,blank,,3,4,4,4,5,5,5,4,1,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,,,5,New job,?,?,2,3,3,3,3,,,5,4,4,4,5,5,5,Yes,Yes,,4,ANSC,DEPT-AG,4,4,4,4,5,1,,,2,1,,3,,2,,3,5,3,3,,1,N/A,OK,0.5,,,,,0.06,,,0.44,,,,,,,,
1994,May,199405,72,AS,BIOL,Zoology,Mast.,F,W,24,No,,Fall,1992,Zoology,Cal. St-Fresno,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,WorkWParticFac,FacultyRecommended,TA/RA,,1,3,3,2,3,4,1,2,3,1,1,1,1,2,,,,,,,,,,,,,,Cont. Educ.,N/A,N/A,3,1,,1,1,,,4,4,4,3,5,4,3,Yes,No,,3,ATLC,ATLC,4,3,3,4,,2,,,1,1,,2,4,3,,4,4,3,3,,5,N/A,OK,,0.5,,,,0.5,,,,,,,,,,,
1994,May,199405,73,BA,MGT,Management,Doct.,M,N,30,No,,Spr.,1989,Management,Phillipines,1984,N/A,N/A,,Business,TTU,1988,N/A,N/A,,N/A,N/A,,PrevAtTTU,WorkWParticFac,TA/RA,,4,4,4,5,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,,New job,?,?,4,3,2,2,3,3,3,4,4,3,2,3,3,2,Yes,Yes,,5,ATLC,ATLC,4,5,4,4,3,3,,3,4,2,3,3,4,5,,4,4,4,2,3,,N/A,OK,,1,,,,,,,,,,,,,,,
1994,May,199405,74,MC,MCOM,Mass Comm.,Mast.,M,W,25,No,,Spr.,1992,Advertising,TTU,1991,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Cost,Major program,,2,2,3,1,4,4,3,3,4,2,1,1,5,5,4,2,4,1,5,5,4,2,4,1,,,,New job,?,?,4,3,4,4,3,,,3,4,4,3,4,4,3,Yes,Yes,,4,ATLC,ATLC,4,4,3,5,5,4,,3,4,3,5,5,,4,,3,3,3,3,,3,N/A,OK,,0.8,,0.1,,,,,0.1,,,,,,,,
1994,May,199405,75,HS,HDFS,Early Childhood,Mast.,F,W,30,No,,Fall,1992,Early Childhood,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Location,blank,,2,4,3,3,4,4,4,4,3,,,,,,,,,,,,,,,,,,,Searching,N/A,N/A,,,,,,,,2,2,2,3,3,3,3,No,?,,1,N/A,N/A,,,,4,,,,,3,1,,2,,1,,3,5,3,1,,,N/A,OK,,,,,1,,,,,,,,,,,,
1994,May,199405,76,VPA,TH&D,Fine Arts - Theatre,Doct.,M,W,41,No,,Fall,1991,Theatre,Ithica C.,1974,N/A,N/A,,Theatre,Connecticut,1978,N/A,N/A,,N/A,N/A,,Major program,Cost,Location,,4,4,4,4,5,2,4,4,4,3,4,4,5,5,5,5,5,4,5,5,4,4,5,4,,,,Searching,N/A,N/A,4,3,2,2,4,,,2,2,2,2,2,3,1,Yes,Yes,,2,ATLC,ATLC,4,4,3,3,,,3,3,3,1,3,2,1,3,,,5,5,2,,1,N/A,OK,,0.1,,0.85,,,,,0.05,,,,,,,,
1994,May,199405,77,ED,EP&L,Educ. Administration,Mast.,M,W,34,No,,Sum.,1991,Political Sci.,?,1985,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,EmployedLubbock,blank,,4,5,4,3,3,4,4,4,5,1,3,3,4,4,3,4,4,3,4,4,4,4,4,4,,,,Cont. Educ.,N/A,N/A,,,,,,,,5,3,4,4,4,5,3,Yes,Yes,,3,ATLC,ATLC,4,4,4,4,,4,,,4,2,,4,,5,,3,3,4,5,,,N/A,OK,,,,,1,,,,,,,,,,,,
1994,May,199405,78,BA,FIN,Finance,Doct.,M,W,30,No,,Fall,1990,Finance,UTEP,1986,N/A,N/A,,Economics,UTEP,1990,N/A,N/A,,N/A,N/A,,TA/RA,FacultyRecommended,Location,,5,5,5,5,5,5,5,5,4,5,5,4,4,4,,2,2,1,5,5,5,5,5,5,,,,New job,?,?,4,4,4,4,5,,,4,4,4,3,4,5,5,Yes,No,,5,BA,BA,4,4,1,4,5,4,,,4,4,4,4,5,4,,5,5,5,5,,4,N/A,OK,,0.3,,,,,0.6,,0.1,,,,,,,,
1994,May,199405,79,EN,I E,Industrial Engr.,Mast.,M,N,25,No,,Spr.,1993,Industrial Engr.,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Cost,PrevAtTTU,WorkWParticFac,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,?,?,?,,,,,,,,3,4,4,3,4,3,3,?,?,,,?,?,,,,,,,,,,,,,,,,4,4,4,3,3,3,N/A,OK,0.5,,,0.1,,0.2,,0.2,,,,,,,,,
1994,May,199405,80,BA,ACCT,Accounting,Doct.,M,W,50,No,,Spr.,1990,Finance,TTU,1969,N/A,N/A,,Accounting,TTU,1990,N/A,N/A,,N/A,N/A,,Other,PrevAtTTU,blank,Could start in Spring,4,5,4,4,5,5,5,4,4,3,4,,4,3,,4,5,,4,5,5,5,5,3,,,,New job,?,?,3,,4,4,4,,,4,4,4,,4,5,5,Yes,No,,4,ATLC,ATLC,4,5,5,4,,4,,,,3,2,4,,4,,,5,4,1,,4,N/A,OK,,0.3,,,,,0.6,,0.1,,,,,,,,
1994,May,199405,81,AS,ECOG,Economics,Mast.,M,W,27,No,,Fall,1991,Economics,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,blank,blank,,4,3,3,5,2,2,2,4,3,,,,3,3,,3,1,1,3,2,3,1,2,1,,,,New job,?,?,2,,,3,3,,,3,4,4,4,4,4,4,Yes,No,,5,ATLC,ATLC,4,4,4,4,4,4,,,4,2,3,,,3,,2,1,3,3,,,N/A,OK,,,,,0.5,,0.25,,,,0.25,,,,,,
1994,May,199405,82,AS,MATH,Statistics,Mast.,?,B,41,No,,Fall,1990,Mathematics,TTU,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,FacultyRecommended,TA/RA,PrevAtTTU,,5,5,4,4,4,5,4,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Educ.,N/A,N/A,2,3,5,5,4,,5,5,4,5,5,5,5,4,No,No,,5,ATLC,ATLC,5,5,5,,,5,,5,4,1,3,4,,4,,,5,5,5,,5,N/A,OK,,0.8,,0.05,,0.01,,0.02,,0.05,0.07,,,,,,
1994,May,199405,83,BA,ISQS,Mgt. Info. Syst.,Mast.,M,N,32,No,,Spr.,1993,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Cost,Scholarship,,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,,,,?,?,?,4,3,4,3,4,3,3,4,4,4,4,4,4,4,No,No,,5,AT/BA,ATLC/BA,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,3,4,3,N/A,No resp.,,,,,,,,,,,,,,,,,
1994,May,199405,84,AS,CHEM,Chemistry,Doct.,F,W,27,No,,?,,Chemistry,Christian Bros. C,1989,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,FacultyRecommended,blank,blank,My major professor moved his lab to Tech.,3,3,4,4,4,2,3,2,3,5,,4,2,1,,,,,5,4,5,5,5,4,,,4,New job,?,?,,3,2,2,3,,,3,3,3,2,3,2,1,Yes,No,,5,ATLC,ATLC,3,2,4,2,2,3,,,3,2,4,,,2,,3,4,4,4,,,N/A,OK,0.4,,,,,0.6,,,,,,,,,,,
1994,May,199405,85,GR,INTERDIS,Interdis. Studies,Mast.,F,N,38,No,,Sum.,1992,Psychology,[Columbia],1983,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,WorkWParticFac,TA/RA,ResearchInterest,,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Educ.,N/A,N/A,4,4,1,2,3,4,4,3,4,4,4,5,3,4,No,Yes,,4,AT/HSC,MULTI,4,4,4,4,5,,,,3,5,5,5,4,4,,5,5,4,4,3,3,N/A,OK,0.7,,,0.2,,0.1,,,,,,,,,,,
1994,May,199405,86,BA,BA GEN,Gen. Business,Doct.,M,W,41,No,,Fall,1989,Accounting,Utah,1977,N/A,N/A,,?,TTU,1989,N/A,N/A,,N/A,N/A,,Major program,Cost,blank,,4,5,4,4,4,4,5,4,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,,,1,Cont. Employ.,?,?,5,4,4,4,4,,,4,4,4,4,4,4,4,Yes,No,,4,ATLC,ATLC,5,5,5,4,5,,,,,1,4,4,,4,,5,5,,4,,,N/A,OK,,0.4,,,,,0.4,,,0.2,,,,,,,
1994,May,199405,87,ED,EP&L,Higher Education,Doct.,F,W,44,No,,Fall,1989,Special Ed.,LSU,1971,N/A,N/A,,Speech,LSU,1973,N/A,N/A,,N/A,N/A,,Location,Cost,Other,No other communications program was within commuting distance.,4,4,4,4,3,3,5,4,1,1,4,4,5,5,5,4,5,5,5,5,5,5,5,5,,,1,New job,?,?,3,3,3,1,2,,,3,4,3,3,3,2,3,Yes,?,,3,ED,DEPT-ED,2,2,2,3,,4,,,4,3,3,3,,4,,4,4,4,4,,,N/A,OK,,,,,0.75,,0.25,,,,,,,,,,
1994,May,199405,88,AS,SASW,Sociology,Mast.,M,W,37,No,,Fall,1989,Physical Ed.,Texas,1985,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Other,blank,blank,Spouse/future spouse attending,4,4,4,2,5,4,5,4,4,1,4,4,2,3,3,3,3,2,5,4,4,4,5,5,,,,Cont. Educ.,N/A,N/A,5,5,2,4,4,,,4,4,4,3,4,4,4,Yes,Yes,,4,HH,HH,4,4,3,4,5,,,,3,1,2,,,4,2,4,4,3,2,,1,N/A,OK,,0.05,0.2,,0.21,,,,0.42,0.05,,,,,0.07,,Annuity
1994,May,199405,89,EN,E E,Electrical Engr.,Mast.,M,W,32,No,,Fall,1992,Electrical Engr.,A&M,1984,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Cost,Major program,ResearchInterest,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,?,?,?,,,,,,,,3,2,2,4,,3,4,Yes,No,,5,E E,DEPT-EN,4,5,5,4,4,4,,,,4,,,,4,,5,5,,4,,,N/A,No resp.,,,,,,,,,,,,,,,,,
1995,May,199505,1,AS,ENGL,English,Mast.,M,W,23,No,,Spr.,1993,English,TTU,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,PrevAtTTU,WorkWParticFac,,2,3,2,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,4,4,5,5,5,5,,,,Searching,N/A,N/A,4,2,1,2,1,,,2,1,2,1,1,1,1,Yes,?,,1,N/A,N/A,,,,3,,1,,1,2,2,4,2,,2,,2,3,2,2,,1,N/A,OK,,0.06,,,0.1,,,0.05,0.79,,,,,,,,
1995,May,199505,2,BA,ACCT,Accounting,Mast.,M,W,22,No,,Spr.,,Accounting,TTU,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Location,PrevAtTTU,,5,5,5,4,5,4,5,4,3,4,4,3,5,4,4,4,4,3,5,4,4,4,4,4,,,,Searching,N/A,N/A,4,3,4,3,4,,,3,3,3,4,,4,5,No,Yes,,4,BA,BA,4,2,4,4,5,4,4,3,4,3,5,4,4,4,,4,5,4,4,,,N/A,OK,,,,0.2,,0.05,,0.75,,,,,,,,,
1995,May,199505,3,ED,EP&L,Counselor Education,Mast.,F,W,29,No,,Fall,1990,Elem. Ed.,TTU,1988,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,EmployedLubbock,Cost,,4,4,3,4,2,2,3,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,,,,New job,?,?,3,3,3,3,3,,,4,5,4,4,3,3,3,Yes,No,,2,ATLC,ATLC,3,3,3,4,5,4,4,4,4,1,2,3,,4,,4,4,4,4,,,N/A,OK,,,,,0.5,,0.5,,,,,,,,,,
1995,May,199505,4,AG,RWFM,Wildlife Science,Doct.,M,W,37,No,,Fall,1989,Wildlife Mgt.,TTU,1986,N/A,N/A,,Wildlife Biol.,Iowa St.,1990,N/A,N/A,,N/A,N/A,,ResearchInterest,WorkWParticFac,Scholarship,,4,3,3,2,4,4,4,3,2,4,2,2,3,3,3,3,3,2,5,5,5,5,5,4,,,1,New job,?,?,2,1,1,3,2,,,1,2,1,2,2,2,2,Yes,Yes,,5,R&WM,DEPT-AG,2,2,1,2,2,,,,2,1,,,,5,,5,5,3,3,,4,N/A,OK,0.25,0.25,,,,0.1,,,0.4,,,,,,,,
1995,May,199505,5,VPA,ART,Studio Art,Mast.,F,W,27,No,,Fall,1992,Studio Art,Metro.State C Denver,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,WorkWParticFac,Major program,Cost,,4,5,4,4,5,5,5,4,4,4,3,3,4,5,5,4,4,4,4,4,5,4,5,5,,,,New job,?,?,4,4,3,3,4,,,3,3,4,4,5,4,4,Yes,Yes,,1,N/A,N/A,,,,4,5,4,5,4,4,2,4,4,,5,,4,4,4,4,,3,N/A,OK,,0.25,,,,0.25,,,0.5,,,,,,,,
1995,May,199505,6,AS,BIOL,Biology,Doct.,M,N,,No,,Fall,1991,Crop Sci.,[Japan],1978,N/A,N/A,,Plant Sci.,Cal-Riverside,1987,N/A,N/A,,N/A,N/A,,TA/RA,ResearchInterest,Major program,,3,3,1,3,3,3,1,2,2,2,1,1,3,3,3,3,3,3,3,1,1,1,1,1,,,,Searching,N/A,N/A,1,3,1,1,1,1,1,2,1,2,3,5,2,3,Yes,Yes,,4,AT/BIOL,MULTI,3,2,4,3,,3,,,,3,3,3,,3,,3,3,3,3,2,2,N/A,OK,0.4,0.2,,,,,,,0.3,,0.1,,,,,,
1995,May,199505,7,HS,ENRHM,RHIM,Mast.,F,N,30,No,,Spr.,1994,RHIM,TTU,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,Facilities,Cost,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Educ.,N/A,N/A,3,3,3,3,3,3,3,1,2,2,3,1,4,4,Yes,?,,5,OFFICE,OTH,5,3,5,2,4,,,4,4,1,3,3,4,3,3,1,2,2,2,2,,N/A,OK,,0.5,,,,0.5,,,,,,,,,,,
1995,May,199505,8,ED,C&I,Bilingual Educ.,Mast.,M,N,35,No,,Fall,1992,?,[China],,N/A,N/A,,?,CUNY-Queens C,,N/A,N/A,,N/A,N/A,,Scholarship,TA/RA,blank,,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,,,1,New job,?,?,4,4,3,3,4,4,4,4,4,4,4,4,4,4,Yes,?,,4,ATLC,ATLC,3,,,3,3,4,4,4,4,,3,3,3,3,,4,5,4,5,4,4,N/A,OK,,,0.5,,,0.3,,,,,,,,,0.2,,[no response]
1995,May,199505,9,EN,C E,Civil Engineering,Mast.,F,W,23,No,,Spr.,1993,Biochemistry,TTU,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,PrevAtTTU,blank,,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,,5,5,,5,5,,,,,Cont. Educ.,N/A,N/A,3,,,,4,,,4,4,4,4,4,4,4,Yes,No,,3,C E,DEPT-EN,4,3,3,4,4,4,,,4,3,4,4,,4,,5,5,,,,,N/A,OK,,0.5,,,,,0.5,,,,,,,,,,
1995,May,199505,10,VPA,TH&D,Fine Arts - Theatre,Doct.,M,H,34,No,,Fall,1992,Theatre,TTU,1985,N/A,N/A,,Theatre,TTU,1992,N/A,N/A,,N/A,N/A,,EmployedLubbock,TA/RA,Location,,3,4,4,1,2,3,4,4,3,1,3,1,5,5,4,5,5,4,4,4,1,4,4,3,,,5,New job,?,?,3,3,1,1,3,,4,1,1,1,1,5,1,3,Yes,Yes,,3,ATLC,ATLC,3,4,5,3,3,3,3,3,2,2,3,3,3,5,,5,5,1,4,,2,N/A,OK,,1,,,,,,,,,,,,,,,
1995,May,199505,11,BA,MGT,Management-HOM,Mast.,F,W,23,No,,Sum.,1993,Biology,TTU,1993,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,PrevAtTTU,Major program,Cost,,4,5,4,4,4,4,2,3,3,4,4,4,5,5,5,4,5,3,4,4,4,2,3,2,,,,New job,?,?,4,4,3,5,5,,,2,2,3,4,3,3,4,Yes,No,,4,BA,BA,4,4,4,4,5,4,2,2,2,3,4,4,,4,,4,4,4,1,,2,N/A,No resp.,,,,,,,,,,,,,,,,,
1995,May,199505,12,AS,CMLL,Classical Humanities,Mast.,M,W,24,No,,Fall,1993,Classics,Valparaso,1989,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Cost,FacultyRecommended,,4,5,4,5,5,5,5,4,3,,,,3,3,4,3,4,2,5,5,,3,4,2,,,,New job,?,?,4,3,3,2,5,,,4,5,5,3,3,4,4,No,No,,5,ATLC,ATLC,3,2,1,3,,,,,,,,,,4,,3,3,3,4,,,N/A,OK,,0.8,,0.15,,,,0.05,,,,,,,,,
1995,May,199505,13,BA,ISQS,Mgt. Info. Syst.,Mast.,M,W,24,No,,Fall,1993,MIS,TTU,1993,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Cost,Location,PrevAtTTU,,2,3,2,1,3,2,1,2,2,2,4,4,3,5,4,3,3,2,3,3,3,3,3,2,,,,New job,?,?,3,3,2,3,3,,,2,1,2,3,3,3,4,Yes,Yes,,5,ATLC,ATLC,4,4,2,4,4,3,3,1,2,2,4,4,3,4,3,4,4,3,2,3,3,N/A,OK,,0.25,,,0.5,0.1,,0.15,,,,,,,,,
1995,May,199505,14,VPA,ART,Fine Arts - Art,Mast.,F,W,46,No,,Fall,1992,Studio Art,Sam Houston,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,WorkWParticFac,ResearchInterest,TA/RA,,5,5,5,5,5,5,5,5,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,,,,Searching,N/A,N/A,2,3,3,4,5,,,2,2,2,2,1,1,1,Yes,No,,2,ATLC,ATLC,2,1,2,2,,,,2,2,1,,2,,2,,4,4,2,2,,1,N/A,OK,,0.18,,,,,0.05,,0.75,0.02,,,,,,,
1995,May,199505,15,ED,EDUC,Educ. (Graduate-unspecified),Mast.,F,W,35,No,,Spr.,1991,Psychology,Abilene Chr.,1981,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,EmployedLubbock,Major program,,5,5,5,3,5,5,5,4,3,4,3,3,5,5,5,4,5,3,5,5,5,5,5,3,,,,New job,?,?,2,,,3,5,,,4,4,4,4,4,3,4,No,Yes,,2,ED,DEPT-ED,3,3,2,4,5,4,4,,,2,4,4,,4,,5,5,4,2,,1,N/A,OK,,,,,0.3,,,0.1,0.6,,,,,,,,
1995,May,199505,16,AG,RWFM,Wildlife Science,Doct.,M,W,28,No,,Spr.,1992,Wildlife Mgt.,New Hampshire,1988,N/A,N/A,,Biology,Eastern Kentucky,,N/A,N/A,,N/A,N/A,,Scholarship,WorkWParticFac,ResearchInterest,,4,4,4,4,4,2,3,4,4,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,,,7,New job,?,?,1,4,4,3,3,,,5,5,5,4,4,4,4,Yes,No,,2,ATLC,ATLC,4,4,4,5,5,,5,5,4,3,,,5,4,,5,5,3,1,,1,N/A,OK,0.65,,,,,,,,0.35,,,,,,,,
